Year,Days with > 0.1 inch of Precipitation,Extreme maximum precipitation,Days with snow depth > 1 inch,Fips Code
2000,112.0,3.0933333333333337,0.0,01105
2000,107.0,3.186666666666666,0.0,01107
2000,100.0,5.006666666666667,0.0,01109
2000,52.0,2.0,0.0,01111
2000,125.0,3.063333333333334,0.0,01117
2000,103.0,3.86,0.0,01119
2000,110.0,4.333333333333333,0.0,01121
2000,104.0,2.983333333333333,0.0,01123
2000,119.0,3.5866666666666664,0.0,01125
2000,101.0,5.013333333333333,0.0,01127
2000,66.0,6.05,0.0,01129
2000,109.0,4.45,0.0,01131
2000,93.0,3.1199999999999997,0.0,01133
2000,260.0,3.3200000000000003,12.0,02013
2000,172.0,1.2233333333333334,16.333333333333332,02016
2000,217.0,4.233333333333333,35.0,02020
2000,143.0,2.6666666666666665,50.0,02050
2000,142.0,0.9700000000000001,21.0,02060
2000,130.0,0.8233333333333334,25.333333333333332,02068
2000,100.0,1.0566666666666666,16.666666666666668,02090
2000,210.0,1.9433333333333334,35.666666666666664,02100
2000,258.0,2.25,37.333333333333336,02110
2000,102.0,2.466666666666667,25.666666666666668,02122
2000,266.0,2.17,28.666666666666668,02130
2000,214.0,2.6133333333333333,19.666666666666668,02150
2000,175.0,3.2699999999999996,24.333333333333332,02164
2000,123.0,1.0133333333333334,31.666666666666668,02170
2000,50.0,0.7833333333333332,25.0,02180
2000,53.0,0.6666666666666666,33.666666666666664,02185
2000,99.0,0.6866666666666666,10.0,02188
2000,264.0,1.4300000000000002,37.0,02220
2000,56.0,4.243333333333333,31.666666666666668,02240
2000,205.0,2.0633333333333335,22.333333333333332,02261
2000,259.0,3.5533333333333332,54.333333333333336,02282
2000,100.0,2.0066666666666664,33.333333333333336,02290
2000,93.0,1.1866666666666668,15.0,04001
2000,55.0,1.2166666666666666,10.0,04003
2000,94.0,1.1633333333333333,12.0,04005
2000,50.0,1.3533333333333335,10.0,04007
2000,78.0,3.3499999999999996,0.6666666666666666,04009
2000,93.0,1.6633333333333333,2.6666666666666665,04011
2000,35.0,1.32,5.333333333333333,04012
2000,19.0,1.0633333333333332,0.0,04013
2000,51.0,0.8933333333333334,0.3333333333333333,04015
2000,29.0,0.85,10.666666666666666,04017
2000,49.0,1.2866666666666668,8.0,04019
2000,37.0,1.2566666666666666,0.0,04021
2000,53.0,1.6300000000000001,0.0,04023
2000,53.0,1.4166666666666667,1.6666666666666667,04025
2000,11.0,1.3433333333333335,0.0,04027
2000,71.0,5.416666666666667,0.0,05001
2000,100.0,4.57,0.0,05003
2000,108.0,2.73,1.0,05005
2000,79.0,2.6466666666666665,1.0,05007
2000,49.0,3.14,1.3333333333333333,05009
2000,107.0,3.8033333333333332,1.6666666666666667,05011
2000,95.0,3.7900000000000005,1.0,05013
2000,82.0,2.6666666666666665,0.6666666666666666,05015
2000,100.0,3.733333333333333,0.0,05017
2000,76.0,4.06,0.6666666666666666,05019
2000,102.0,4.413333333333333,0.6666666666666666,05021
2000,91.0,2.7133333333333334,1.3333333333333333,05023
2000,113.0,5.57,0.3333333333333333,05027
2000,95.0,3.8066666666666666,0.6666666666666666,05029
2000,98.0,3.7533333333333334,0.0,05031
2000,77.0,3.4566666666666666,0.0,05033
2000,109.0,5.426666666666667,0.0,05035
2000,97.0,4.013333333333333,0.0,05037
2000,115.0,4.066666666666666,0.0,05039
2000,65.0,3.8466666666666662,0.0,05041
2000,73.0,6.69,0.0,05043
2000,96.0,2.4766666666666666,0.0,05045
2000,69.0,3.1733333333333333,0.0,05047
2000,85.0,2.6333333333333333,0.0,05049
2000,96.0,3.0933333333333337,0.0,05051
2000,91.0,4.3133333333333335,0.3333333333333333,05053
2000,100.0,4.663333333333333,0.6666666666666666,05055
2000,94.0,4.8133333333333335,0.3333333333333333,05057
2000,75.0,3.58,2.0,05059
2000,104.0,3.3733333333333335,0.3333333333333333,05061
2000,93.0,3.75,2.3333333333333335,05063
2000,79.0,3.35,0.6666666666666666,05065
2000,64.0,4.266666666666667,0.0,05067
2000,119.0,3.36,3.6666666666666665,05069
2000,85.0,3.0033333333333334,0.6666666666666666,05071
2000,99.0,6.126666666666666,0.3333333333333333,05073
2000,64.0,3.9466666666666668,2.6666666666666665,05075
2000,98.0,3.206666666666667,0.0,05077
2000,93.0,4.086666666666667,0.3333333333333333,05079
2000,101.0,4.756666666666667,1.0,05081
2000,62.0,2.52,0.6666666666666666,05083
2000,93.0,5.359999999999999,0.0,05085
2000,73.0,4.37,0.6666666666666666,05087
2000,108.0,4.855,2.0,05091
2000,100.0,2.8066666666666666,1.3333333333333333,05093
2000,82.0,4.0200000000000005,0.3333333333333333,05095
2000,89.0,6.7,0.6666666666666666,05097
2000,104.0,5.433333333333334,2.3333333333333335,05099
2000,85.0,3.36,1.0,05101
2000,98.0,3.75,0.6666666666666666,05103
2000,77.0,4.556666666666667,0.0,05105
2000,70.0,3.8333333333333335,0.0,05109
2000,53.0,3.8000000000000003,0.0,05111
2000,89.0,6.383333333333333,3.3333333333333335,05113
2000,73.0,3.8466666666666662,0.0,05115
2000,78.0,4.13,1.0,05117
2000,90.0,3.53,0.6666666666666666,05119
2000,108.0,4.373333333333334,4.666666666666667,05121
2000,102.0,3.64,4.666666666666667,05125
2000,62.0,5.25,0.0,05127
2000,82.0,3.5666666666666664,0.0,05129
2000,85.0,3.58,0.0,05131
2000,93.0,3.6833333333333336,0.3333333333333333,05133
2000,92.0,3.8866666666666667,2.3333333333333335,05135
2000,79.0,3.6833333333333336,0.6666666666666666,05137
2000,95.0,3.6799999999999997,3.6666666666666665,05139
2000,73.0,3.1333333333333333,1.3333333333333333,05141
2000,82.0,2.94,1.3333333333333333,05143
2000,79.0,3.7899999999999996,2.6666666666666665,05145
2000,87.0,4.146666666666667,0.0,05147
2000,89.0,3.783333333333333,0.0,05149
2000,53.0,1.9399999999999997,0.0,06001
2000,68.0,1.9966666666666668,10.0,06003
2000,69.0,1.9866666666666666,20.0,06005
2000,76.0,2.8000000000000003,0.0,06007
2000,68.0,2.4933333333333336,12.0,06009
2000,64.0,1.7166666666666668,24.0,06011
2000,55.0,1.8066666666666666,0.0,06013
2000,119.0,2.03,0.0,06015
2000,69.0,2.1733333333333333,0.0,06017
2000,65.0,2.47,15.666666666666666,06019
2000,71.0,2.1733333333333333,0.0,06021
2000,109.0,1.9333333333333333,0.0,06023
2000,6.0,0.7433333333333333,0.0,06025
2000,20.0,0.7766666666666667,1.0,06027
2000,40.0,0.82,0.0,06029
2000,38.0,1.0033333333333332,2.0,06031
2000,36.0,1.1266666666666667,2.3333333333333335,06035
2000,43.0,3.28,4.666666666666667,06037
2000,49.0,2.8066666666666666,0.6666666666666666,06039
2000,72.0,3.676666666666667,1.3333333333333333,06041
2000,59.0,2.02,0.0,06043
2000,86.0,3.0966666666666662,1.0,06045
2000,52.0,1.47,2.0,06047
2000,77.0,0.5133333333333333,5.666666666666667,06049
2000,26.0,0.84,5.333333333333333,06051
2000,57.0,1.4000000000000001,14.0,06053
2000,82.0,2.4933333333333336,0.0,06055
2000,75.0,2.53,0.0,06057
2000,34.0,2.6233333333333335,16.666666666666668,06059
2000,72.0,1.8433333333333335,0.0,06061
2000,74.0,2.23,60.333333333333336,06063
2000,20.0,1.75,18.666666666666668,06065
2000,62.0,1.64,11.333333333333334,06067
2000,42.0,1.22,0.0,06069
2000,28.0,0.9333333333333332,0.0,06071
2000,42.0,1.8499999999999999,0.6666666666666666,06073
2000,61.0,1.7733333333333334,0.0,06075
2000,62.0,1.3933333333333333,0.0,06077
2000,54.0,1.9166666666666667,0.0,06079
2000,107.0,2.266666666666666,0.0,06081
2000,56.0,3.78,0.0,06083
2000,70.0,2.103333333333333,3.0,06085
2000,64.0,2.3066666666666666,6.0,06087
2000,91.0,2.6933333333333334,0.0,06089
2000,76.0,2.7133333333333334,15.0,06091
2000,100.0,1.3999999999999997,16.0,06093
2000,55.0,1.7166666666666666,1.3333333333333333,06095
2000,80.0,2.1733333333333333,0.0,06097
2000,50.0,1.4233333333333331,0.0,06099
2000,63.0,1.22,0.0,06101
2000,77.0,2.0966666666666667,0.0,06103
2000,88.0,1.8966666666666665,1.0,06105
2000,68.0,1.96,0.0,06107
2000,66.0,2.3533333333333335,9.666666666666666,06109
2000,52.0,3.1033333333333335,19.333333333333332,06111
2000,57.0,2.89,0.0,06113
2000,75.0,2.12,0.0,06115
2000,62.0,1.8433333333333335,4.333333333333333,08001
2000,90.0,1.4799999999999998,16.0,08003
2000,72.0,1.26,11.333333333333334,08005
2000,64.0,1.3499999999999999,20.666666666666668,08007
2000,66.0,1.7566666666666668,16.0,08009
2000,40.0,1.8166666666666664,0.3333333333333333,08011
2000,134.0,1.8933333333333333,16.333333333333332,08013
2000,46.0,1.2766666666666666,11.0,08017
2000,102.0,1.6133333333333333,18.333333333333332,08019
2000,60.0,1.18,38.666666666666664,08021
2000,75.0,1.1433333333333333,17.666666666666668,08023
2000,25.0,1.0666666666666667,14.333333333333334,08025
2000,85.0,0.9133333333333334,6.0,08027
2000,48.0,0.8566666666666668,11.333333333333334,08029
2000,73.0,1.21,8.666666666666666,08031
2000,67.0,1.24,18.0,08033
2000,86.0,1.3933333333333333,15.666666666666666,08035
2000,83.0,0.98,37.0,08037
2000,100.0,1.4833333333333334,46.333333333333336,08039
2000,88.0,1.82,28.333333333333332,08041
2000,74.0,1.2066666666666668,25.333333333333332,08043
2000,109.0,1.39,15.666666666666666,08045
2000,98.0,0.7999999999999999,12.666666666666666,08049
2000,75.0,0.7366666666666667,27.666666666666668,08051
2000,95.0,0.8866666666666667,72.66666666666667,08053
2000,40.0,1.5866666666666667,21.666666666666668,08055
2000,106.0,0.9199999999999999,25.666666666666668,08057
2000,78.0,1.2166666666666666,47.0,08059
2000,51.0,1.5733333333333335,13.0,08061
2000,78.0,1.5999999999999999,8.666666666666666,08063
2000,152.0,1.46,28.333333333333332,08065
2000,83.0,0.9766666666666667,68.66666666666667,08067
2000,73.0,1.07,16.666666666666668,08069
2000,84.0,1.7766666666666666,21.0,08071
2000,63.0,1.1133333333333333,12.333333333333334,08073
2000,74.0,1.25,17.666666666666668,08075
2000,96.0,1.45,16.0,08077
2000,111.0,0.7566666666666667,4.0,08079
2000,51.0,1.1133333333333333,8.666666666666666,08081
2000,74.0,0.7999999999999999,18.666666666666668,08083
2000,72.0,0.7933333333333333,10.0,08085
2000,64.0,1.2033333333333334,9.333333333333334,08087
2000,56.0,1.6333333333333335,5.333333333333333,08089
2000,87.0,1.2933333333333332,13.333333333333334,08091
2000,74.0,1.3399999999999999,36.333333333333336,08093
2000,70.0,1.9733333333333334,21.0,08095
2000,110.0,1.7033333333333331,19.333333333333332,08097
2000,55.0,1.2833333333333334,38.333333333333336,08099
2000,108.0,1.0266666666666666,15.666666666666666,08101
2000,73.0,1.0266666666666666,16.333333333333332,08103
2000,60.0,0.7833333333333333,17.666666666666668,08105
2000,105.0,0.6433333333333333,23.0,08107
2000,60.0,0.9166666666666666,45.666666666666664,08109
2000,130.0,1.14,24.333333333333332,08111
2000,71.0,0.9933333333333333,36.333333333333336,08113
2000,57.0,1.4733333333333334,19.333333333333332,08115
2000,127.0,1.3333333333333333,25.0,08117
2000,84.0,1.32,68.0,08119
2000,70.0,1.3366666666666667,21.333333333333332,08121
2000,79.0,1.5366666666666664,16.666666666666668,08123
2000,63.0,3.356666666666667,10.666666666666666,08125
2000,117.0,4.0566666666666675,13.0,09001
2000,67.0,3.8299999999999996,12.666666666666666,09003
2000,126.0,3.56,19.333333333333332,09005
2000,101.0,3.2466666666666666,14.666666666666666,09009
2000,108.0,4.0200000000000005,7.666666666666667,09011
2000,149.0,3.365,7.0,09013
2000,99.0,3.44,23.0,09015
2000,103.0,2.8066666666666666,16.333333333333332,10001
2000,111.0,3.9433333333333334,3.3333333333333335,10003
2000,107.0,3.6333333333333333,3.6666666666666665,10005
2000,113.0,6.166666666666667,2.6666666666666665,11001
2000,113.0,3.3066666666666666,1.3333333333333333,12001
2000,108.0,4.636666666666667,0.0,12003
2000,109.0,3.5833333333333335,0.0,12005
2000,127.0,3.853333333333333,0.0,12009
2000,127.0,6.1000000000000005,0.0,12011
2000,94.0,5.783333333333334,0.0,12015
2000,127.0,4.3999999999999995,0.0,12017
2000,106.0,3.5,0.0,12019
2000,125.0,3.2466666666666666,0.0,12021
2000,116.0,2.4433333333333334,0.0,12023
2000,93.0,4.833333333333333,0.0,12027
2000,123.0,3.2750000000000004,0.0,12029
2000,127.0,3.9499999999999997,0.0,12031
2000,104.0,5.0649999999999995,0.0,12033
2000,134.0,5.553333333333334,0.0,12035
2000,71.0,5.3,0.0,12037
2000,97.0,2.1933333333333334,0.0,12041
2000,100.0,4.683333333333334,0.0,12045
2000,89.0,3.99,0.0,12047
2000,65.0,4.1066666666666665,0.0,12049
2000,90.0,3.6,0.0,12051
2000,91.0,2.72,0.0,12053
2000,123.0,3.6833333333333336,0.0,12055
2000,126.0,7.1066666666666665,0.0,12057
2000,132.0,3.356666666666667,0.0,12061
2000,128.0,4.62,0.0,12063
2000,89.0,2.9633333333333334,0.0,12067
2000,108.0,3.6833333333333336,0.0,12069
2000,103.0,3.6100000000000003,0.0,12071
2000,113.0,5.755,0.0,12073
2000,99.0,3.4266666666666663,0.0,12075
2000,85.0,3.24,0.0,12079
2000,83.0,4.5,0.0,12081
2000,111.0,3.266666666666667,0.0,12083
2000,107.0,2.86,0.0,12085
2000,111.0,4.44,0.0,12086
2000,69.0,4.993333333333333,0.0,12087
2000,100.0,4.666666666666667,0.0,12089
2000,121.0,4.66,0.0,12091
2000,125.0,5.239999999999999,0.0,12093
2000,120.0,4.406666666666667,0.0,12095
2000,117.0,4.12,0.0,12097
2000,110.0,3.72,0.0,12099
2000,103.0,4.303333333333334,0.0,12101
2000,91.0,7.286666666666666,0.0,12103
2000,112.0,4.726666666666667,0.0,12105
2000,97.0,2.6933333333333334,0.0,12107
2000,133.0,3.516666666666666,0.0,12109
2000,114.0,3.8000000000000003,0.0,12111
2000,106.0,4.1433333333333335,0.0,12113
2000,97.0,4.846666666666667,0.0,12115
2000,122.0,3.986666666666667,0.0,12117
2000,86.0,4.06,0.0,12119
2000,80.0,5.3133333333333335,0.0,12121
2000,113.0,2.55,0.0,12123
2000,150.0,4.803333333333334,0.0,12127
2000,122.0,3.8866666666666667,0.0,12131
2000,106.0,2.2666666666666666,0.0,13001
2000,85.0,2.466666666666667,0.0,13003
2000,104.0,2.186666666666667,0.0,13005
2000,103.0,2.78,0.0,13009
2000,68.0,2.5766666666666667,0.0,13011
2000,92.0,3.206666666666667,0.0,13013
2000,107.0,2.376666666666667,0.0,13015
2000,108.0,3.79,0.0,13019
2000,105.0,3.5949999999999998,0.0,13021
2000,83.0,4.1,0.0,13027
2000,88.0,2.84,0.0,13029
2000,88.0,2.2133333333333334,0.0,13031
2000,61.0,2.52,0.0,13037
2000,98.0,6.876666666666666,0.0,13039
2000,108.0,1.9466666666666665,0.0,13043
2000,84.0,2.7466666666666666,0.0,13045
2000,100.0,3.3266666666666667,0.0,13049
2000,105.0,2.675,0.0,13051
2000,66.0,2.3333333333333335,0.0,13055
2000,105.0,5.586666666666667,0.0,13057
2000,95.0,4.933333333333334,0.6666666666666666,13059
2000,95.0,2.403333333333333,0.0,13063
2000,108.0,3.1666666666666665,1.3333333333333333,13065
2000,86.0,2.65,0.0,13067
2000,74.0,3.6933333333333334,0.6666666666666666,13069
2000,82.0,2.07,0.0,13071
2000,59.0,5.336666666666666,0.0,13073
2000,105.0,3.64,0.0,13077
2000,86.0,3.566666666666667,0.0,13081
2000,85.0,1.39,0.0,13087
2000,131.0,2.48,0.0,13089
2000,81.0,2.6933333333333334,0.0,13091
2000,96.0,2.2866666666666666,0.0,13095
2000,74.0,2.766666666666667,0.0,13103
2000,97.0,2.48,0.0,13105
2000,108.0,1.9933333333333334,0.0,13107
2000,131.0,3.3649999999999998,1.0,13113
2000,112.0,3.0066666666666664,0.6666666666666666,13115
2000,109.0,3.483333333333333,0.0,13117
2000,109.0,3.72,0.0,13119
2000,86.0,1.91,0.0,13121
2000,114.0,2.6266666666666665,1.3333333333333333,13123
2000,95.0,2.64,1.3333333333333333,13125
2000,115.0,4.183333333333334,0.0,13127
2000,79.0,2.17,0.0,13129
2000,77.0,3.2266666666666666,0.0,13131
2000,83.0,4.716666666666667,0.0,13133
2000,112.0,3.1766666666666663,0.0,13135
2000,118.0,1.9266666666666665,0.0,13137
2000,96.0,3.6766666666666663,0.0,13139
2000,88.0,2.84,0.0,13145
2000,109.0,3.3433333333333337,0.0,13147
2000,75.0,2.8166666666666664,0.0,13151
2000,104.0,3.15,0.0,13153
2000,111.0,2.973333333333333,0.0,13161
2000,92.0,2.3666666666666667,0.0,13163
2000,100.0,3.8266666666666667,0.0,13169
2000,90.0,2.3666666666666667,0.0,13175
2000,81.0,3.3366666666666664,0.0,13177
2000,76.0,3.4133333333333336,0.0,13181
2000,139.0,4.26,0.0,13185
2000,99.0,3.4933333333333336,0.0,13191
2000,98.0,3.22,0.0,13193
2000,104.0,2.716666666666667,0.0,13195
2000,98.0,3.7366666666666664,1.3333333333333333,13197
2000,109.0,2.763333333333333,0.0,13199
2000,58.0,2.4933333333333336,0.0,13201
2000,82.0,3.7466666666666666,0.0,13205
2000,100.0,3.5966666666666662,0.0,13207
2000,30.0,2.686666666666666,0.0,13209
2000,120.0,3.5933333333333337,0.0,13213
2000,94.0,4.825,0.0,13215
2000,103.0,4.21,1.3333333333333333,13219
2000,109.0,2.0033333333333334,0.0,13223
2000,98.0,2.9466666666666668,0.0,13227
2000,98.0,3.4233333333333333,1.3333333333333333,13229
2000,92.0,2.3766666666666665,0.0,13233
2000,91.0,2.5,0.0,13235
2000,128.0,2.3733333333333335,0.0,13241
2000,69.0,3.1300000000000003,0.0,13243
2000,93.0,2.3800000000000003,0.0,13245
2000,76.0,2.31,0.6666666666666666,13251
2000,109.0,2.5399999999999996,0.0,13255
2000,109.0,2.0566666666666666,0.0,13257
2000,74.0,3.3166666666666664,0.0,13259
2000,85.0,3.8833333333333333,0.0,13261
2000,80.0,4.01,0.0,13263
2000,93.0,3.6366666666666667,0.0,13269
2000,86.0,2.54,0.0,13275
2000,86.0,2.9233333333333333,0.0,13277
2000,88.0,2.4566666666666666,0.0,13285
2000,76.0,2.3666666666666667,0.0,13287
2000,127.0,4.116666666666666,0.0,13291
2000,92.0,3.0700000000000003,0.0,13293
2000,98.0,3.3366666666666664,0.0,13299
2000,84.0,5.253333333333334,0.0,13301
2000,82.0,4.556666666666666,0.0,13307
2000,30.0,3.3966666666666665,0.0,13309
2000,122.0,2.5,0.0,13311
2000,128.0,2.5,0.0,13315
2000,92.0,3.513333333333333,0.0,13317
2000,92.0,4.02,0.0,13319
2000,81.0,4.033333333333333,0.0,13321
2000,316.0,5.7,0.0,15001
2000,240.0,5.586666666666666,0.0,15003
2000,252.0,6.22,0.0,15005
2000,157.0,5.913333333333333,0.0,15007
2000,123.0,5.8999999999999995,0.0,15009
2000,98.0,1.9033333333333333,8.333333333333334,16001
2000,59.0,1.25,1.0,16003
2000,80.0,1.24,11.0,16005
2000,96.0,0.6433333333333334,17.666666666666668,16007
2000,154.0,0.9899999999999999,30.333333333333332,16009
2000,62.0,0.5533333333333333,22.666666666666668,16011
2000,68.0,1.05,12.333333333333334,16013
2000,98.0,1.31,30.0,16015
2000,116.0,1.5366666666666664,31.333333333333332,16017
2000,79.0,0.7533333333333333,23.333333333333332,16019
2000,92.0,1.0233333333333334,27.333333333333332,16021
2000,66.0,0.9133333333333332,18.666666666666668,16023
2000,74.0,1.0366666666666666,16.666666666666668,16025
2000,78.0,1.0,7.333333333333333,16027
2000,96.0,0.7949999999999999,1.0,16029
2000,48.0,0.8833333333333333,4.333333333333333,16031
2000,89.0,0.7166666666666667,17.333333333333332,16033
2000,129.0,0.8666666666666666,12.333333333333334,16035
2000,41.0,0.7166666666666667,6.0,16037
2000,44.0,0.4566666666666667,4.0,16039
2000,105.0,1.95,0.0,16041
2000,59.0,0.79,25.0,16043
2000,79.0,1.1366666666666667,32.666666666666664,16045
2000,67.0,0.8066666666666666,2.3333333333333335,16047
2000,127.0,0.9233333333333333,9.333333333333334,16049
2000,58.0,0.87,13.666666666666666,16051
2000,58.0,1.08,18.666666666666668,16053
2000,123.0,0.9800000000000001,4.0,16055
2000,129.0,0.9500000000000001,18.666666666666668,16057
2000,91.0,0.9766666666666667,19.666666666666668,16059
2000,86.0,0.8966666666666666,12.666666666666666,16061
2000,57.0,0.9433333333333334,31.333333333333332,16063
2000,42.0,0.495,16.0,16065
2000,47.0,1.0266666666666666,14.333333333333334,16067
2000,104.0,0.7833333333333333,10.0,16069
2000,85.0,1.0050000000000001,5.0,16071
2000,40.0,0.61,3.3333333333333335,16073
2000,69.0,0.7033333333333333,3.6666666666666665,16075
2000,66.0,0.6633333333333333,10.666666666666666,16077
2000,144.0,0.96,14.333333333333334,16079
2000,79.0,1.0033333333333334,23.666666666666668,16081
2000,64.0,0.8666666666666667,16.666666666666668,16083
2000,113.0,1.08,11.333333333333334,16085
2000,84.0,0.8166666666666668,21.333333333333332,16087
2000,100.0,2.48,11.333333333333334,17001
2000,100.0,3.07,0.0,17003
2000,67.0,2.1733333333333333,0.0,17005
2000,113.0,2.393333333333333,1.6666666666666667,17007
2000,74.0,3.25,6.0,17009
2000,114.0,2.5466666666666664,6.333333333333333,17011
2000,113.0,2.52,3.3333333333333335,17015
2000,74.0,3.3266666666666667,1.3333333333333333,17017
2000,103.0,2.0100000000000002,6.333333333333333,17019
2000,101.0,1.7566666666666666,6.666666666666667,17021
2000,105.0,2.9,2.0,17023
2000,97.0,2.3066666666666666,1.6666666666666667,17025
2000,87.0,2.033333333333333,1.0,17027
2000,119.0,3.49,1.6666666666666667,17029
2000,133.0,2.7733333333333334,7.0,17031
2000,114.0,3.2100000000000004,4.333333333333333,17033
2000,105.0,3.5666666666666664,4.0,17035
2000,129.0,2.9333333333333336,3.3333333333333335,17037
2000,121.0,2.1933333333333334,5.0,17039
2000,99.0,2.16,2.3333333333333335,17041
2000,132.0,3.6799999999999997,7.0,17043
2000,105.0,3.11,4.333333333333333,17045
2000,98.0,2.2566666666666664,2.3333333333333335,17049
2000,111.0,2.0666666666666664,1.0,17051
2000,116.0,2.263333333333333,7.0,17053
2000,72.0,2.86,6.666666666666667,17055
2000,104.0,2.0399999999999996,1.6666666666666667,17057
2000,100.0,3.483333333333333,3.3333333333333335,17059
2000,102.0,2.9499999999999997,0.3333333333333333,17061
2000,121.0,2.466666666666667,0.6666666666666666,17063
2000,91.0,6.576666666666667,4.666666666666667,17067
2000,97.0,3.39,2.6666666666666665,17069
2000,124.0,2.6466666666666665,0.0,17071
2000,106.0,1.7133333333333336,1.3333333333333333,17073
2000,125.0,2.0433333333333334,5.333333333333333,17075
2000,124.0,2.5533333333333332,2.3333333333333335,17077
2000,96.0,2.936666666666666,2.6666666666666665,17079
2000,80.0,3.1,1.6666666666666667,17081
2000,85.0,2.8033333333333332,6.0,17085
2000,142.0,6.0,8.0,17089
2000,128.0,2.0033333333333334,6.0,17091
2000,118.0,2.6633333333333336,2.0,17093
2000,104.0,2.1199999999999997,3.0,17095
2000,137.0,1.7433333333333334,3.0,17097
2000,146.0,3.563333333333333,2.3333333333333335,17099
2000,122.0,3.5200000000000005,5.0,17101
2000,133.0,2.0566666666666666,4.333333333333333,17103
2000,101.0,2.4,10.0,17105
2000,123.0,2.1566666666666667,6.666666666666667,17107
2000,116.0,2.4266666666666667,6.0,17109
2000,108.0,2.36,6.333333333333333,17111
2000,90.0,2.3466666666666667,5.333333333333333,17113
2000,99.0,2.92,3.6666666666666665,17115
2000,88.0,1.7366666666666666,2.6666666666666665,17117
2000,91.0,2.89,1.3333333333333333,17119
2000,102.0,2.063333333333333,0.0,17121
2000,114.0,3.19,1.0,17123
2000,101.0,2.793333333333333,5.333333333333333,17125
2000,119.0,1.9566666666666668,6.333333333333333,17129
2000,93.0,1.9100000000000001,3.3333333333333335,17131
2000,89.0,1.5966666666666667,2.6666666666666665,17135
2000,109.0,2.966666666666667,0.3333333333333333,17137
2000,109.0,4.3,5.0,17139
2000,113.0,2.3833333333333333,1.3333333333333333,17141
2000,116.0,3.2099999999999995,3.3333333333333335,17143
2000,124.0,2.813333333333333,5.666666666666667,17145
2000,97.0,3.483333333333333,2.0,17147
2000,116.0,2.6033333333333335,0.3333333333333333,17149
2000,93.0,3.5,0.6666666666666666,17151
2000,110.0,4.323333333333333,0.0,17153
2000,115.0,2.4266666666666663,0.6666666666666666,17155
2000,84.0,2.1666666666666665,1.6666666666666667,17157
2000,109.0,2.4966666666666666,1.0,17159
2000,154.0,2.5833333333333335,6.333333333333333,17161
2000,109.0,1.7266666666666666,5.0,17163
2000,100.0,3.7733333333333334,5.333333333333333,17165
2000,116.0,2.5433333333333334,1.0,17167
2000,74.0,2.6966666666666668,4.666666666666667,17169
2000,97.0,1.8166666666666664,6.333333333333333,17171
2000,104.0,3.606666666666667,2.0,17173
2000,114.0,2.44,3.6666666666666665,17175
2000,129.0,2.9800000000000004,3.6666666666666665,17177
2000,124.0,2.7433333333333336,4.333333333333333,17179
2000,104.0,2.936666666666666,3.6666666666666665,17181
2000,121.0,3.19,0.6666666666666666,17183
2000,145.0,1.73,2.0,17185
2000,94.0,1.7566666666666666,1.6666666666666667,17187
2000,102.0,1.95,0.6666666666666666,17189
2000,77.0,3.3833333333333333,2.3333333333333335,17191
2000,134.0,3.3266666666666667,1.6666666666666667,17193
2000,108.0,2.7433333333333336,2.0,17195
