Fips Code,Year,Days with > 0.1 inch of Precipitation,Extreme maximum precipitation,Days with snow depth > 1 inch
17099,2011,130,2.88,5
17099,2011,130,2.35,5
17101,2001,122,2.35,5
17101,2001,122,4.69,5
17101,2011,142,4.69,5
17101,2011,142,2.23,5
17103,2001,133,2.23,5
17103,2001,133,1.97,5
17103,2001,133,1.97,3
17103,2011,121,1.97,3
17103,2011,121,3.2,3
17103,2011,121,3.2,13
17105,2001,101,3.2,13
17105,2001,101,2.0,13
17105,2001,101,2.0,4
17105,2011,114,2.0,4
17105,2011,114,1.85,4
17105,2011,114,1.85,8
17107,2001,123,1.85,8
17107,2001,123,2.31,8
17107,2001,123,2.31,4
17107,2011,126,2.31,4
17107,2011,126,2.34,4
17107,2011,126,2.34,6
17109,2001,116,2.34,6
17109,2001,116,2.47,6
17109,2001,116,2.47,6
17109,2011,119,2.47,6
17109,2011,119,3.22,6
17111,2001,108,3.22,6
17111,2001,108,1.93,6
17111,2001,108,1.93,7
17111,2011,134,1.93,7
17111,2011,134,3.44,7
17111,2011,134,3.44,8
17113,2001,90,3.44,8
17113,2001,90,1.8,8
17113,2001,90,1.8,0
17113,2011,119,1.8,0
17113,2011,119,1.76,0
17113,2011,119,1.76,4
17115,2001,99,1.76,4
17115,2001,99,3.5,4
17115,2001,99,3.5,3
17115,2011,112,3.5,3
17115,2011,112,1.87,3
17117,2001,88,1.87,3
17117,2001,88,1.67,3
17117,2001,88,1.67,2
17117,2011,85,1.67,2
17117,2011,85,2.65,2
17119,2001,91,2.65,2
17119,2001,91,3.01,2
17119,2001,91,3.01,0
17119,2011,119,3.01,0
17119,2011,119,2.11,0
17121,2001,102,2.11,0
17121,2001,102,2.04,0
17121,2001,102,2.04,0
17121,2011,126,2.04,0
17121,2011,126,4.19,0
17123,2001,114,4.19,0
17123,2001,114,2.69,0
17123,2001,114,2.69,3
17123,2011,117,2.69,3
17123,2011,117,2.74,3
17123,2011,117,2.74,4
17125,2001,101,2.74,4
17125,2001,101,2.82,4
17125,2001,101,2.82,8
17125,2011,105,2.82,8
17125,2011,105,1.95,8
17129,2001,119,1.95,8
17129,2001,119,1.96,8
17129,2001,119,1.96,3
17129,2011,97,1.96,3
17129,2011,97,1.73,3
17131,2001,93,1.73,3
17131,2001,93,2.0,3
17131,2001,93,2.0,4
17131,2011,92,2.0,4
17131,2011,92,1.55,4
17135,2001,89,1.55,4
17135,2001,89,1.62,4
17135,2001,89,1.62,0
17135,2011,119,1.62,0
17135,2011,119,2.14,0
17137,2001,109,2.14,0
17137,2001,109,3.38,0
17137,2001,109,3.38,1
17137,2011,114,3.38,1
17137,2011,114,4.8,1
17137,2011,114,4.8,7
17139,2001,109,4.8,7
17139,2001,109,4.05,7
17139,2001,109,4.05,1
17139,2011,117,4.05,1
17139,2011,117,2.45,1
17141,2001,113,2.45,1
17141,2001,113,2.35,1
17141,2001,113,2.35,2
17141,2011,121,2.35,2
17141,2011,121,3.09,2
17143,2001,116,3.09,2
17143,2001,116,3.27,2
17143,2001,116,3.27,6
17143,2011,126,3.27,6
17143,2011,126,2.44,6
17143,2011,126,2.44,7
17145,2001,124,2.44,7
17145,2001,124,3.0,7
17145,2001,124,3.0,3
17145,2011,134,3.0,3
17145,2011,134,4.35,3
17147,2001,97,4.35,3
17147,2001,97,3.05,3
17147,2001,97,3.05,0
17147,2011,125,3.05,0
17147,2011,125,1.81,0
17149,2001,116,1.81,0
17149,2001,116,3.0,0
17149,2001,116,3.0,1
17151,2001,93,3.0,1
17151,2001,93,3.75,1
17151,2001,93,3.75,0
17153,2001,110,3.75,0
17153,2001,110,4.61,0
17153,2001,110,4.61,0
17153,2011,111,4.61,0
17153,2011,111,3.28,0
17155,2001,115,3.28,0
17155,2001,115,2.0,0
17155,2001,115,2.0,2
17157,2001,84,2.0,2
17157,2001,84,2.25,2
17157,2001,84,2.25,1
17157,2011,112,2.25,1
17157,2011,112,3.09,1
17159,2001,109,3.09,1
17159,2001,109,2.2,1
17159,2001,109,2.2,1
17159,2011,139,2.2,1
17159,2011,139,2.95,1
17159,2011,139,2.95,8
17161,2001,154,2.95,8
17161,2001,154,2.4,8
17161,2001,154,2.4,3
17161,2011,135,2.4,3
17161,2011,135,1.38,3
17161,2011,135,1.38,7
17163,2001,109,1.38,7
17163,2001,109,1.9,7
17163,2001,109,1.9,1
17163,2011,126,1.9,1
17163,2011,126,3.94,1
17163,2011,126,3.94,8
17165,2001,100,3.94,8
17165,2001,100,3.69,8
17165,2001,100,3.69,0
17167,2001,116,3.69,0
17167,2001,116,1.97,0
17167,2001,116,1.97,3
17167,2011,109,1.97,3
17167,2011,109,1.29,3
17167,2011,109,1.29,7
17169,2001,74,1.29,7
17169,2001,74,3.4,7
17169,2001,74,3.4,0
17169,2011,119,3.4,0
17169,2011,119,1.63,0
17169,2011,119,1.63,9
17171,2001,97,1.63,9
17171,2001,97,1.91,9
17171,2001,97,1.91,1
17171,2011,118,1.91,1
17171,2011,118,3.02,1
17173,2001,104,3.02,1
17173,2001,104,3.9,1
17173,2001,104,3.9,4
17173,2011,116,3.9,4
17173,2011,116,1.94,4
17175,2001,114,1.94,4
17175,2001,114,2.69,4
17175,2001,114,2.69,3
17175,2011,117,2.69,3
17175,2011,117,2.74,3
17175,2011,117,2.74,4
17177,2001,129,2.74,4
17177,2001,129,3.1,4
17177,2001,129,3.1,3
17177,2011,94,3.1,3
17177,2011,94,2.93,3
17179,2001,124,2.93,3
17179,2001,124,2.65,3
17179,2001,124,2.65,7
17179,2011,133,2.65,7
17179,2011,133,1.97,7
17179,2011,133,1.97,5
17181,2001,104,1.97,5
17181,2001,104,3.42,5
17181,2001,104,3.42,1
17181,2011,122,3.42,1
17181,2011,122,4.49,1
17183,2001,121,4.49,1
17183,2001,121,2.54,1
17183,2001,121,2.54,0
17183,2011,145,2.54,0
17183,2011,145,1.73,0
17185,2001,145,1.73,2
17187,2001,94,1.73,2
17187,2001,94,1.77,2
17187,2001,94,1.77,1
17189,2001,102,1.77,1
17189,2001,102,2.04,1
17189,2001,102,2.04,0
17189,2011,126,2.04,0
17189,2011,126,4.19,0
17189,2011,126,4.19,3
17191,2001,77,4.19,3
17191,2001,77,2.98,3
17191,2001,77,2.98,1
17191,2011,124,2.98,1
17191,2011,124,3.0,1
17193,2001,134,3.0,1
17193,2001,134,3.49,1
17193,2001,134,3.49,3
17195,2001,108,3.49,3
17195,2001,108,2.37,3
17195,2001,108,2.37,0
17195,2011,123,2.37,0
17195,2011,123,3.5,0
17197,2001,127,3.5,0
17197,2001,127,2.92,0
17197,2001,127,2.92,3
17197,2011,126,2.92,3
17197,2011,126,3.55,3
17197,2011,126,3.55,4
17201,2001,112,3.55,4
17201,2001,112,2.4,4
17201,2001,112,2.4,4
17201,2011,127,2.4,4
17201,2011,127,2.67,4
17201,2011,127,2.67,7
17203,2001,114,2.67,7
17203,2001,114,1.58,7
17203,2001,114,1.58,6
17203,2011,123,1.58,6
17203,2011,123,1.85,6
18001,2001,103,1.85,6
18001,2001,103,3.46,6
18001,2001,103,3.46,6
18001,2011,152,3.46,6
18001,2011,152,2.12,6
18001,2011,152,2.12,16
18003,2001,135,2.12,16
18003,2001,135,2.09,16
18003,2001,135,2.09,4
18003,2011,151,2.09,4
18003,2011,151,3.16,4
18003,2011,151,3.16,9
18005,2001,114,3.16,9
18005,2001,114,2.84,9
18005,2011,146,2.84,9
18005,2011,146,2.12,9
18007,2001,134,2.12,9
18007,2001,134,2.61,9
18007,2001,134,2.61,2
18007,2011,141,2.61,2
18007,2011,141,2.64,2
18007,2011,141,2.64,10
18009,2001,119,2.64,10
18009,2001,119,1.72,10
18009,2001,119,1.72,4
18009,2011,151,1.72,4
18009,2011,151,1.98,4
18009,2011,151,1.98,9
18011,2001,93,1.98,9
18011,2001,93,1.76,9
18011,2001,93,1.76,1
18011,2011,143,1.76,1
18011,2011,143,2.8,1
18011,2011,143,2.8,6
18013,2001,119,2.8,6
18013,2001,119,2.98,6
18013,2001,119,2.98,2
18013,2011,165,2.98,2
18013,2011,165,2.02,2
18013,2011,165,2.02,7
18015,2001,107,2.02,7
18015,2001,107,2.58,7
18015,2001,107,2.58,4
18017,2001,136,2.58,4
18017,2001,136,3.1,4
18017,2001,136,3.1,2
18017,2011,161,3.1,2
18017,2011,161,1.94,2
18017,2011,161,1.94,10
18019,2011,142,1.94,10
18019,2011,142,3.47,10
18021,2001,72,3.47,10
18021,2001,72,3.25,10
18021,2001,72,3.25,4
18021,2011,124,3.25,4
18021,2011,124,2.28,4
18023,2001,163,2.28,4
18023,2001,163,2.08,4
18023,2011,155,2.08,4
18023,2011,155,2.56,4
18025,2001,155,2.56,3
18025,2011,157,2.56,3
18025,2011,157,2.93,3
18027,2001,106,2.93,3
18027,2001,106,2.45,3
18027,2001,106,2.45,4
18027,2011,134,2.45,4
18027,2011,134,3.48,4
18027,2011,134,3.48,6
18029,2001,101,3.48,6
18029,2001,101,2.14,6
18029,2001,101,2.14,2
18029,2011,140,2.14,2
18029,2011,140,2.57,2
18031,2001,114,2.57,2
18031,2001,114,2.89,2
18031,2001,114,2.89,3
18031,2011,133,2.89,3
18031,2011,133,2.0,3
18033,2001,115,2.0,3
18033,2001,115,2.79,3
18033,2001,115,2.79,0
18033,2011,124,2.79,0
18033,2011,124,2.2,0
18033,2011,124,2.2,13
18035,2001,114,2.2,13
18035,2001,114,1.6,13
18035,2001,114,1.6,2
18035,2011,151,1.6,2
18035,2011,151,2.95,2
18037,2001,110,2.95,2
18037,2001,110,3.18,2
18037,2001,110,3.18,1
18037,2011,139,3.18,1
18037,2011,139,3.62,1
18039,2001,143,3.62,1
18039,2001,143,4.12,1
18039,2001,143,4.12,10
18039,2011,169,4.12,10
18039,2011,169,2.59,10
18039,2011,169,2.59,17
18041,2011,144,2.59,17
18041,2011,144,2.24,17
18045,2001,107,2.24,17
18045,2001,107,2.56,17
18047,2001,118,2.56,17
18047,2001,118,3.88,17
18047,2001,118,3.88,1
18047,2011,153,3.88,1
18047,2011,153,2.42,1
18049,2001,123,2.42,1
18049,2001,123,4.7,1
18049,2001,123,4.7,6
18049,2011,122,4.7,6
18049,2011,122,2.04,6
18051,2001,106,2.04,6
18051,2001,106,4.64,6
18051,2001,106,4.64,2
18051,2011,128,4.64,2
18051,2011,128,3.41,2
18053,2001,119,3.41,2
18053,2001,119,1.72,2
18053,2001,119,1.72,4
18053,2011,148,1.72,4
18053,2011,148,1.63,4
18053,2011,148,1.63,9
18055,2001,84,1.63,9
18055,2001,84,2.25,9
18055,2001,84,2.25,1
18055,2011,121,2.25,1
18055,2011,121,2.77,1
18057,2001,113,2.77,1
18057,2001,113,1.82,1
18057,2001,113,1.82,1
18057,2011,147,1.82,1
18057,2011,147,2.65,1
18059,2001,128,2.65,1
18059,2001,128,2.03,1
18059,2001,128,2.03,1
18059,2011,149,2.03,1
18059,2011,149,2.94,1
18061,2001,106,2.94,1
18061,2001,106,2.56,1
18061,2001,106,2.56,2
18061,2011,140,2.56,2
18061,2011,140,2.63,2
18063,2001,111,2.63,2
18063,2001,111,2.59,2
18063,2001,111,2.59,1
18063,2011,153,2.59,1
18063,2011,153,3.34,1
18063,2011,153,3.34,6
18065,2001,102,3.34,6
18065,2001,102,2.71,6
18065,2001,102,2.71,1
18065,2011,137,2.71,1
18065,2011,137,2.6,1
18067,2001,138,2.6,1
18067,2001,138,1.74,1
18067,2001,138,1.74,4
18067,2011,131,1.74,4
18067,2011,131,1.98,4
18069,2001,115,1.98,4
18069,2001,115,2.03,4
18069,2001,115,2.03,1
18069,2011,155,2.03,1
18069,2011,155,3.04,1
18069,2011,155,3.04,12
18071,2001,100,3.04,12
18071,2001,100,3.41,12
18071,2001,100,3.41,3
18071,2011,120,3.41,3
18071,2011,120,2.42,3
18073,2001,123,2.42,3
18073,2001,123,2.7,3
18073,2001,123,2.7,1
18073,2011,166,2.7,1
18073,2011,166,2.11,1
18073,2011,166,2.11,11
18075,2001,115,2.11,11
18075,2001,115,2.88,11
18075,2001,115,2.88,0
18075,2011,140,2.88,0
18075,2011,140,2.72,0
18077,2001,81,2.72,0
18077,2001,81,2.89,0
18077,2001,81,2.89,1
18077,2011,145,2.89,1
18077,2011,145,2.31,1
18079,2001,123,2.31,1
18079,2001,123,3.6,1
18079,2001,123,3.6,3
18079,2011,152,3.6,3
18079,2011,152,2.34,3
18081,2011,149,2.34,3
18081,2011,149,2.52,3
18083,2001,106,2.52,3
18083,2001,106,2.45,3
18083,2001,106,2.45,4
18083,2011,129,2.45,4
18083,2011,129,2.53,4
18085,2001,122,2.53,4
18085,2001,122,2.46,4
18085,2001,122,2.46,7
18085,2011,166,2.46,7
18085,2011,166,2.22,7
18085,2011,166,2.22,15
18087,2001,128,2.22,15
18087,2001,128,2.56,15
18087,2011,178,2.56,15
18087,2011,178,2.0,15
18087,2011,178,2.0,12
18089,2001,140,2.0,12
18089,2001,140,2.1,12
18089,2001,140,2.1,0
18089,2011,146,2.1,0
18089,2011,146,2.81,0
18091,2001,136,2.81,0
18091,2001,136,2.3,0
18091,2001,136,2.3,11
18091,2011,173,2.3,11
18091,2011,173,2.45,11
18091,2011,173,2.45,15
18093,2001,98,2.45,15
18093,2001,98,2.51,15
18093,2001,98,2.51,2
18093,2011,133,2.51,2
18093,2011,133,3.25,2
18093,2011,133,3.25,8
18095,2001,108,3.25,8
18095,2001,108,1.72,8
18095,2001,108,1.72,1
18095,2011,137,1.72,1
18095,2011,137,2.05,1
18095,2011,137,2.05,5
18097,2001,119,2.05,5
18097,2001,119,1.73,5
18097,2001,119,1.73,1
18097,2011,141,1.73,1
18097,2011,141,3.08,1
18097,2011,141,3.08,8
18099,2001,126,3.08,8
18099,2001,126,2.26,8
18099,2001,126,2.26,4
18099,2011,157,2.26,4
18099,2011,157,2.41,4
18099,2011,157,2.41,21
18101,2001,115,2.41,21
18101,2001,115,3.2,21
18101,2001,115,3.2,2
18101,2011,125,3.2,2
18101,2011,125,3.61,2
18103,2001,142,3.61,2
18103,2001,142,1.76,2
18103,2001,142,1.76,1
18103,2011,133,1.76,1
18103,2011,133,2.57,1
18103,2011,133,2.57,11
18105,2001,120,2.57,11
18105,2001,120,3.7,11
18105,2011,141,3.7,11
18105,2011,141,2.47,11
18107,2001,115,2.47,11
18107,2001,115,2.2,11
18107,2001,115,2.2,1
18107,2011,115,2.2,6
18109,2001,102,2.2,6
18109,2001,102,2.02,6
18109,2001,102,2.02,1
18109,2011,135,2.02,1
18109,2011,135,3.13,1
18111,2001,108,3.13,1
18111,2001,108,2.2,1
18111,2001,108,2.2,5
18113,2001,120,2.2,5
18113,2001,120,2.37,5
18113,2001,120,2.37,1
18113,2011,164,2.37,1
18113,2011,164,1.97,1
18113,2011,164,1.97,14
18117,2001,92,1.97,14
18117,2001,92,3.05,14
18117,2001,92,3.05,3
18119,2001,111,3.05,3
18119,2001,111,3.02,3
18119,2001,111,3.02,1
18119,2011,134,3.02,1
18119,2011,134,2.41,1
18121,2001,108,2.41,1
18121,2001,108,2.55,1
18121,2001,108,2.55,1
18121,2011,153,2.55,1
18121,2011,153,2.55,1
18121,2011,153,2.55,6
18123,2001,107,2.55,6
18123,2001,107,2.69,6
18123,2001,107,2.69,2
18123,2011,145,2.69,2
18123,2011,145,4.08,2
18125,2001,83,4.08,2
18125,2001,83,2.75,2
18125,2001,83,2.75,0
18125,2011,123,2.75,0
18125,2011,123,3.79,0
18125,2011,123,3.79,4
18127,2001,116,3.79,4
18127,2001,116,2.26,4
18127,2001,116,2.26,5
18127,2011,168,2.26,5
18127,2011,168,2.85,5
18127,2011,168,2.85,14
18129,2001,101,2.85,14
18129,2001,101,3.35,14
18129,2001,101,3.35,3
18129,2011,111,3.35,3
18129,2011,111,3.08,3
18129,2011,111,3.08,2
18131,2001,127,3.08,2
18131,2001,127,2.36,2
18131,2001,127,2.36,1
18131,2011,138,2.36,1
18131,2011,138,1.98,1
18131,2011,138,1.98,14
18133,2001,117,1.98,14
18133,2001,117,3.0,14
18133,2001,117,3.0,1
18133,2011,126,3.0,1
18133,2011,126,3.4,1
18133,2011,126,3.4,7
18135,2001,125,3.4,7
18135,2001,125,1.95,7
18135,2001,125,1.95,1
18135,2011,145,1.95,1
18135,2011,145,3.02,1
18137,2001,114,3.02,1
18137,2001,114,3.27,1
18137,2001,114,3.27,4
18137,2011,149,3.27,4
18137,2011,149,2.41,4
18139,2001,102,2.41,4
18139,2001,102,2.71,4
18139,2001,102,2.71,1
18139,2011,160,2.71,1
18139,2011,160,3.02,1
18141,2001,159,3.02,1
18141,2001,159,2.15,1
18141,2001,159,2.15,4
18141,2011,156,2.15,4
18141,2011,156,2.79,4
18141,2011,156,2.79,17
18143,2011,120,2.79,17
18143,2011,120,2.5,17
18145,2001,80,2.5,17
18145,2001,80,1.7,17
18145,2011,158,1.7,17
18145,2011,158,3.32,17
18145,2011,158,3.32,7
18147,2001,123,3.32,7
18147,2001,123,3.05,7
18147,2001,123,3.05,2
18149,2001,126,3.05,2
18149,2001,126,2.26,2
18149,2001,126,2.26,4
18149,2011,152,2.26,4
18149,2011,152,1.83,4
18149,2011,152,1.83,7
18151,2001,135,1.83,7
18151,2001,135,2.1,7
18151,2001,135,2.1,4
18151,2011,155,2.1,4
18151,2011,155,2.02,4
18151,2011,155,2.02,14
18153,2001,109,2.02,14
18153,2001,109,3.59,14
18153,2001,109,3.59,2
18153,2011,141,3.59,2
18153,2011,141,2.51,2
18155,2001,136,2.51,2
18155,2001,136,1.56,2
18155,2001,136,1.56,4
18157,2001,124,1.56,4
18157,2001,124,2.19,4
18157,2001,124,2.19,3
18157,2011,145,2.19,3
18157,2011,145,3.63,3
18159,2001,115,3.63,3
18159,2001,115,1.65,3
18159,2001,115,1.65,4
18159,2011,145,1.65,4
18159,2011,145,2.4,4
18161,2001,130,2.4,4
18161,2001,130,1.69,4
18161,2001,130,1.69,3
18163,2001,104,1.69,3
18163,2001,104,3.15,3
18163,2001,104,3.15,4
18163,2011,134,3.15,4
18163,2011,134,3.63,4
18163,2011,134,3.63,2
18165,2001,95,3.63,2
18165,2001,95,4.5,2
18165,2001,95,4.5,1
18165,2011,133,4.5,1
18165,2011,133,2.63,1
18165,2011,133,2.63,5
18167,2001,105,2.63,5
18167,2001,105,3.29,5
18167,2001,105,3.29,2
18167,2011,153,3.29,2
18167,2011,153,2.75,2
18169,2001,107,2.75,2
18169,2001,107,2.05,2
18169,2001,107,2.05,4
18169,2011,148,2.05,4
18169,2011,148,2.92,4
18169,2011,148,2.92,13
18171,2001,81,2.92,13
18171,2001,81,3.92,13
18171,2001,81,3.92,2
18173,2001,117,3.92,2
18173,2001,117,3.61,2
18173,2001,117,3.61,5
18173,2011,141,3.61,5
18173,2011,141,3.2,5
18175,2001,95,3.2,5
18175,2001,95,2.0,5
18175,2001,95,2.0,4
18175,2011,128,2.0,4
18175,2011,128,2.37,4
18177,2001,124,2.37,4
18177,2001,124,2.71,4
18177,2001,124,2.71,2
18179,2001,144,2.71,2
18179,2001,144,1.8,2
18179,2001,144,1.8,2
18179,2011,152,1.8,2
18179,2011,152,2.48,2
18179,2011,152,2.48,14
18181,2001,134,2.48,14
18181,2001,134,2.61,14
18181,2001,134,2.61,2
18181,2011,140,2.61,2
18181,2011,140,2.37,2
18181,2011,140,2.37,10
18183,2001,122,2.37,10
18183,2001,122,2.46,10
18183,2001,122,2.46,7
18183,2011,155,2.46,7
18183,2011,155,2.38,7
18183,2011,155,2.38,11
19001,2001,107,2.38,11
19001,2001,107,2.4,11
19001,2001,107,2.4,9
19003,2001,95,2.4,9
19003,2001,95,2.12,9
19003,2001,95,2.12,8
19005,2001,80,2.12,8
19005,2001,80,1.64,8
19005,2001,80,1.64,5
19005,2011,133,1.64,5
19005,2011,133,2.11,5
19005,2011,133,2.11,13
19007,2001,133,2.11,6
19007,2011,101,2.11,6
19007,2011,101,2.28,6
19007,2011,101,2.28,12
19009,2001,101,2.28,0
19009,2011,102,2.28,0
19009,2011,102,2.06,0
19011,2001,123,2.06,0
19011,2001,123,1.76,0
19011,2001,123,1.76,7
19011,2011,96,1.76,7
19011,2011,96,1.87,7
19011,2011,96,1.87,5
19013,2001,118,1.87,5
19013,2001,118,2.38,5
19013,2001,118,2.38,6
19013,2011,104,2.38,6
19013,2011,104,2.52,6
19013,2011,104,2.52,11
19015,2001,99,2.52,11
19015,2001,99,2.43,11
19015,2001,99,2.43,6
19015,2011,99,2.43,6
19015,2011,99,1.72,6
19015,2011,99,1.72,8
19017,2001,108,1.72,8
19017,2001,108,3.1,8
19017,2001,108,3.1,11
19017,2011,109,3.1,11
19017,2011,109,2.04,11
19017,2011,109,2.04,10
19019,2001,112,2.04,10
19019,2001,112,3.6,10
19019,2001,112,3.6,8
19019,2011,117,3.6,8
19019,2011,117,4.34,8
19019,2011,117,4.34,10
19021,2001,92,4.34,10
19021,2001,92,2.29,10
19021,2001,92,2.29,7
19021,2011,82,2.29,7
19021,2011,82,1.6,7
19023,2001,100,1.6,7
19023,2001,100,2.87,7
19023,2001,100,2.87,7
19023,2011,83,2.87,7
19023,2011,83,1.58,7
19023,2011,83,1.58,13
19025,2001,83,1.58,9
19025,2011,88,1.58,9
19025,2011,88,1.48,9
19025,2011,88,1.48,13
19027,2001,98,1.48,13
19027,2001,98,2.27,13
19027,2001,98,2.27,6
19027,2011,107,2.27,6
19027,2011,107,1.67,6
19029,2001,112,1.67,6
19029,2001,112,2.22,6
19029,2001,112,2.22,4
19029,2011,109,2.22,4
19029,2011,109,3.96,4
19031,2001,123,3.96,4
19031,2001,123,1.86,4
19031,2001,123,1.86,5
19031,2011,122,1.86,5
19031,2011,122,2.09,5
19033,2001,95,2.09,5
19033,2001,95,1.65,5
19033,2001,95,1.65,8
19033,2011,103,1.65,8
19033,2011,103,2.0,8
19033,2011,103,2.0,11
19035,2001,85,2.0,11
19035,2001,85,1.93,11
19035,2001,85,1.93,9
19035,2011,95,1.93,9
19035,2011,95,2.65,9
19037,2011,101,2.65,9
19037,2011,101,1.83,9
19037,2011,101,1.83,10
19039,2011,96,1.83,10
19039,2011,96,2.95,10
19039,2011,96,2.95,10
19041,2001,96,2.95,10
19041,2001,96,2.35,10
19041,2001,96,2.35,11
19041,2011,96,2.35,11
19041,2011,96,3.33,11
19041,2011,96,3.33,16
19043,2001,109,3.33,16
19043,2001,109,1.87,16
19043,2001,109,1.87,3
19043,2011,103,1.87,3
19043,2011,103,3.44,3
19043,2011,103,3.44,8
19045,2001,120,3.44,8
19045,2001,120,1.84,8
19045,2001,120,1.84,4
19045,2011,106,1.84,4
19045,2011,106,3.25,4
19047,2001,92,3.25,4
19047,2001,92,2.45,4
19047,2001,92,2.45,8
19047,2011,94,2.45,8
19047,2011,94,1.58,8
19047,2011,94,1.58,13
19049,2001,123,1.58,13
19049,2001,123,4.1,13
19049,2001,123,4.1,10
19051,2001,109,4.1,10
19051,2001,109,2.73,10
19051,2001,109,2.73,6
19051,2011,118,2.73,6
19051,2011,118,3.65,6
19053,2001,117,3.65,6
19053,2001,117,2.88,6
19053,2001,117,2.88,8
19053,2011,106,2.88,8
19053,2011,106,2.45,8
19055,2011,121,2.45,8
19055,2011,121,3.72,8
19055,2011,121,3.72,10
19057,2001,124,3.72,10
19057,2001,124,1.98,10
19057,2001,124,1.98,0
19059,2001,97,1.98,0
19059,2001,97,4.94,0
19059,2001,97,4.94,13
19059,2011,72,4.94,13
19059,2011,72,3.78,13
19061,2001,113,3.78,13
19061,2001,113,5.5,13
19061,2001,113,5.5,5
19061,2011,140,5.5,5
19061,2011,140,2.96,5
19061,2011,140,2.96,9
19063,2001,122,2.96,9
19063,2001,122,2.95,9
19063,2011,100,2.95,9
19063,2011,100,2.0,9
19065,2001,109,2.0,9
19065,2001,109,2.72,9
19065,2001,109,2.72,6
19065,2011,60,2.72,6
19065,2011,60,2.78,6
19065,2011,60,2.78,6
19067,2001,95,2.78,6
19067,2001,95,2.66,6
19067,2001,95,2.66,6
19067,2011,111,2.66,6
19067,2011,111,1.91,6
19067,2011,111,1.91,8
19069,2001,111,1.91,8
19069,2001,111,2.45,8
19069,2001,111,2.45,5
19069,2011,98,2.45,5
19069,2011,98,1.55,5
19071,2001,111,1.55,5
19071,2001,111,1.88,5
19071,2001,111,1.88,9
19071,2011,78,1.88,9
19071,2011,78,2.1,9
19071,2011,78,2.1,12
19073,2001,110,2.1,12
19073,2001,110,2.52,12
19073,2001,110,2.52,7
19073,2011,106,2.52,7
19073,2011,106,1.27,7
19073,2011,106,1.27,8
19075,2001,108,1.27,8
19075,2001,108,2.1,8
19075,2001,108,2.1,6
19075,2011,80,2.1,6
19075,2011,80,2.41,6
19077,2001,96,2.41,6
19077,2001,96,2.86,6
19077,2001,96,2.86,9
19077,2011,104,2.86,9
19077,2011,104,2.37,9
19077,2011,104,2.37,10
19079,2001,109,2.37,10
19079,2001,109,2.4,10
19079,2001,109,2.4,6
19079,2011,81,2.4,6
19079,2011,81,1.48,6
19079,2011,81,1.48,10
19081,2001,99,1.48,10
19081,2001,99,1.9,10
19081,2001,99,1.9,11
19081,2011,88,1.9,11
19081,2011,88,1.75,11
19083,2001,84,1.75,11
19083,2001,84,3.05,11
19083,2001,84,3.05,3
19083,2011,94,3.05,3
19083,2011,94,2.04,3
19083,2011,94,2.04,7
19085,2001,82,2.04,7
19085,2001,82,3.34,7
19085,2001,82,3.34,10
19085,2011,112,3.34,10
19085,2011,112,2.6,10
19085,2011,112,2.6,11
19087,2001,80,2.6,11
19087,2001,80,4.0,11
19087,2001,80,4.0,11
19087,2011,128,4.0,11
19087,2011,128,2.04,11
19089,2001,104,2.04,11
19089,2001,104,2.23,11
19089,2001,104,2.23,9
19089,2011,121,2.23,9
19089,2011,121,1.85,9
19089,2011,121,1.85,12
19091,2001,93,1.85,12
19091,2001,93,2.45,12
19091,2001,93,2.45,8
19091,2011,87,2.45,8
19091,2011,87,2.01,8
19093,2001,95,2.01,8
19093,2001,95,2.16,8
19093,2001,95,2.16,11
19093,2011,71,2.16,11
19093,2011,71,1.15,11
19093,2011,71,1.15,11
19095,2001,112,1.15,11
19095,2001,112,2.19,11
19095,2001,112,2.19,9
19095,2011,113,2.19,9
19095,2011,113,1.82,9
19095,2011,113,1.82,6
19097,2001,119,1.82,6
19097,2001,119,2.95,6
19097,2001,119,2.95,4
19099,2001,109,2.95,4
19099,2001,109,2.32,4
19099,2001,109,2.32,9
19099,2011,83,2.32,9
19099,2011,83,1.78,9
19101,2001,110,1.78,9
19101,2001,110,2.65,9
19101,2001,110,2.65,5
19101,2011,118,2.65,5
19101,2011,118,2.06,5
19103,2001,112,2.06,5
19103,2001,112,1.78,5
19103,2001,112,1.78,5
19103,2011,104,1.78,5
19103,2011,104,2.6,5
19103,2011,104,2.6,4
19105,2001,78,2.6,4
19105,2001,78,3.35,4
19105,2001,78,3.35,2
19107,2001,113,3.35,2
19107,2001,113,2.12,2
19107,2001,113,2.12,7
19107,2011,71,2.12,7
19107,2011,71,2.63,7
19109,2001,80,2.63,7
19109,2001,80,3.0,7
19109,2001,80,3.0,7
19109,2011,93,3.0,7
19109,2011,93,2.0,7
19109,2011,93,2.0,14
19111,2001,95,2.0,14
19111,2001,95,1.87,14
19111,2001,95,1.87,7
19111,2011,112,1.87,7
19111,2011,112,2.21,7
19113,2001,121,2.21,7
19113,2001,121,2.05,7
19113,2001,121,2.05,6
19113,2011,111,2.05,6
19113,2011,111,2.94,6
19113,2011,111,2.94,6
19115,2001,100,2.94,6
19115,2001,100,2.1,6
19115,2001,100,2.1,6
19117,2001,133,2.1,6
19117,2001,133,2.0,6
19117,2001,133,2.0,8
19117,2011,105,2.0,8
19117,2011,105,2.4,8
19119,2001,65,2.4,8
19119,2001,65,3.6,8
