Fips Code,Year,Days with > 0.1 inch of Precipitation,Extreme maximum precipitation,Days with snow depth > 1 inch
01001,2001,67,3.6,0
01001,2011,91,3.6,0
01001,2011,91,2.45,0
01003,2001,115,2.45,0
01003,2001,115,3.89,0
01003,2001,115,3.89,0
01003,2011,110,3.89,0
01003,2011,110,3.14,0
01005,2001,100,3.14,0
01005,2001,100,7.74,0
01005,2001,100,7.74,1
01007,2001,109,7.74,1
01007,2001,109,3.0,1
01007,2001,109,3.0,0
01007,2011,94,3.0,0
01007,2011,94,4.85,0
01009,2001,94,4.85,0
01009,2011,104,4.85,0
01009,2011,104,10.36,0
01011,2001,71,10.36,0
01011,2001,71,4.75,0
01011,2001,71,4.75,0
01011,2011,81,4.75,0
01011,2011,81,4.25,0
01013,2001,89,4.25,0
01013,2001,89,4.81,0
01013,2001,89,4.81,0
01013,2011,118,4.81,0
01013,2011,118,2.82,0
01015,2001,112,2.82,0
01015,2001,112,2.88,0
01015,2011,96,2.88,0
01015,2011,96,3.56,0
01017,2001,106,3.56,0
01017,2001,106,2.46,0
01017,2001,106,2.46,0
01017,2011,45,2.46,0
01017,2011,45,6.11,0
01017,2011,45,6.11,0
01019,2011,106,6.11,0
01019,2011,106,4.83,0
01021,2001,67,4.83,0
01021,2001,67,3.6,0
01021,2001,67,3.6,0
01021,2011,91,3.6,0
01021,2011,91,2.45,0
01023,2001,61,2.45,0
01023,2001,61,4.0,0
01023,2001,61,4.0,0
01023,2011,83,4.0,0
01023,2011,83,3.84,0
01025,2001,92,3.84,0
01025,2001,92,3.75,0
01025,2001,92,3.75,0
01025,2011,83,3.75,0
01025,2011,83,3.84,0
01027,2001,114,3.84,0
01027,2001,114,4.67,0
01027,2001,114,4.67,1
01027,2011,97,4.67,1
01027,2011,97,2.41,1
01029,2001,130,2.41,1
01029,2001,130,3.09,1
01029,2001,130,3.09,1
01031,2001,97,3.09,1
01031,2001,97,3.48,1
01031,2001,97,3.48,0
01033,2001,131,3.48,0
01033,2001,131,3.12,0
01033,2011,114,3.12,0
01033,2011,114,4.52,0
01035,2001,115,4.52,0
01035,2001,115,3.93,0
01035,2001,115,3.93,0
01035,2011,93,3.93,0
01035,2011,93,2.66,0
01039,2001,95,2.66,0
01039,2001,95,4.4,0
01039,2001,95,4.4,0
01039,2011,74,4.4,0
01039,2011,74,2.92,0
01041,2001,95,2.92,0
01041,2001,95,2.53,0
01041,2001,95,2.53,0
01041,2011,94,2.53,0
01041,2011,94,3.19,0
01043,2001,120,3.19,0
01043,2001,120,3.37,0
01043,2001,120,3.37,0
01043,2011,108,3.37,0
01043,2011,108,7.24,0
01045,2011,102,7.24,0
01045,2011,102,2.23,0
01047,2001,120,2.23,0
01047,2001,120,4.4,0
01047,2001,120,4.4,0
01047,2011,78,4.4,0
01047,2011,78,4.03,0
01049,2001,109,4.03,0
01049,2001,109,2.6,0
01049,2001,109,2.6,2
01049,2011,129,2.6,2
01049,2011,129,6.3,2
01051,2001,115,6.3,2
01051,2001,115,3.25,2
01051,2001,115,3.25,0
01051,2011,97,3.25,0
01051,2011,97,3.11,0
01053,2001,118,3.11,0
01053,2001,118,4.14,0
01053,2001,118,4.14,0
01053,2011,88,4.14,0
01053,2011,88,3.37,0
01055,2001,123,3.37,0
01055,2001,123,2.2,0
01055,2001,123,2.2,0
01057,2001,101,2.2,0
01057,2001,101,2.84,0
01057,2001,101,2.84,0
01057,2011,112,2.84,0
01057,2011,112,4.61,0
01059,2001,112,4.61,0
01059,2011,93,4.61,0
01059,2011,93,5.44,0
01061,2001,106,5.44,0
01061,2001,106,3.23,0
01061,2001,106,3.23,0
01061,2011,79,3.23,0
01061,2011,79,3.0,0
01063,2001,103,3.0,0
01063,2001,103,3.58,0
01063,2001,103,3.58,0
01063,2011,88,3.58,0
01063,2011,88,6.68,0
01065,2001,99,6.68,0
01065,2001,99,2.21,0
01065,2001,99,2.21,0
01065,2011,91,2.21,0
01065,2011,91,3.98,0
01067,2001,107,3.98,0
01067,2001,107,3.53,0
01067,2001,107,3.53,0
01067,2011,99,3.53,0
01067,2011,99,2.92,0
01069,2011,79,2.92,0
01069,2011,79,1.85,0
01071,2001,97,1.85,0
01071,2001,97,4.39,0
01071,2001,97,4.39,0
01071,2011,115,4.39,0
01071,2011,115,5.1,0
01071,2011,115,5.1,2
01073,2001,107,5.1,2
01073,2001,107,4.1,2
01073,2001,107,4.1,0
01073,2011,118,4.1,0
01073,2011,118,5.86,0
01073,2011,118,5.86,2
01075,2001,76,5.86,2
01075,2001,76,3.08,2
01075,2001,76,3.08,0
01077,2011,127,3.08,0
01077,2011,127,4.57,0
01077,2011,127,4.57,2
01079,2001,120,4.57,2
01079,2001,120,3.39,2
01079,2001,120,3.39,0
01079,2011,109,3.39,0
01079,2011,109,4.75,0
01081,2001,110,4.75,0
01081,2001,110,4.18,0
01081,2001,110,4.18,0
01081,2011,114,4.18,0
01081,2011,114,3.5,0
01083,2001,125,3.5,0
01083,2001,125,3.16,0
01083,2001,125,3.16,1
01083,2011,116,3.16,1
01083,2011,116,5.04,1
01083,2011,116,5.04,2
01085,2011,86,5.04,2
01085,2011,86,3.05,2
01087,2001,115,3.05,2
01087,2001,115,3.25,2
01087,2001,115,3.25,0
01089,2001,112,3.25,0
01089,2001,112,4.81,0
01089,2011,109,4.81,0
01089,2011,109,4.9,0
01089,2011,109,4.9,2
01091,2001,98,4.9,2
01091,2001,98,2.62,2
01091,2001,98,2.62,0
01091,2011,82,2.62,0
01091,2011,82,4.75,0
01093,2001,108,4.75,0
01093,2001,108,5.5,0
01093,2001,108,5.5,1
01093,2011,112,5.5,1
01093,2011,112,3.67,1
01095,2001,122,3.67,1
01095,2001,122,2.66,1
01095,2001,122,2.66,0
01095,2011,103,2.66,0
01095,2011,103,8.65,0
01097,2001,85,8.65,0
01097,2001,85,4.6,0
01097,2001,85,4.6,0
01097,2011,101,4.6,0
01097,2011,101,3.82,0
01097,2011,101,3.82,0
01099,2001,111,3.82,0
01099,2001,111,4.6,0
01099,2001,111,4.6,0
01099,2011,84,4.6,0
01099,2011,84,2.44,0
01101,2001,95,2.44,0
01101,2001,95,2.53,0
01101,2001,95,2.53,0
01101,2011,98,2.53,0
01101,2011,98,2.68,0
01101,2011,98,2.68,0
01103,2001,98,2.68,0
01103,2011,115,2.68,0
01103,2011,115,4.2,0
01105,2001,112,4.2,0
01105,2001,112,2.54,0
01105,2001,112,2.54,0
01107,2001,107,2.54,0
01107,2001,107,3.51,0
01107,2001,107,3.51,0
01107,2011,80,3.51,0
01107,2011,80,7.0,0
01109,2001,100,7.0,0
01109,2001,100,4.01,0
01109,2001,100,4.01,0
01109,2011,52,4.01,0
01109,2011,52,2.0,0
01111,2001,52,2.0,0
01111,2011,107,2.0,0
01111,2011,107,2.43,0
01115,2011,96,2.43,0
01115,2011,96,3.25,0
01117,2001,125,3.25,0
01117,2001,125,2.97,0
01117,2001,125,2.97,0
01117,2011,106,2.97,0
01117,2011,106,4.42,0
01119,2001,103,4.42,0
01119,2001,103,3.58,0
01119,2001,103,3.58,0
01119,2011,88,3.58,0
01119,2011,88,6.68,0
01121,2001,110,6.68,0
01121,2001,110,3.16,0
01121,2001,110,3.16,0
01121,2011,114,3.16,0
01121,2011,114,3.55,0
01123,2001,104,3.55,0
01123,2001,104,2.7,0
01123,2001,104,2.7,0
01123,2011,87,2.7,0
01123,2011,87,3.08,0
01125,2001,119,3.08,0
01125,2001,119,3.84,0
01125,2001,119,3.84,0
01125,2011,103,3.84,0
01125,2011,103,4.84,0
01127,2001,101,4.84,0
01127,2001,101,5.1,0
01127,2001,101,5.1,0
01127,2011,103,5.1,0
01127,2011,103,9.73,0
01129,2001,66,9.73,0
01129,2001,66,4.21,0
01129,2001,66,4.21,0
01129,2011,55,4.21,0
01129,2011,55,3.95,0
01131,2001,109,3.95,0
01131,2001,109,4.7,0
01131,2001,109,4.7,0
01131,2011,80,4.7,0
01131,2011,80,2.9,0
01133,2001,93,2.9,0
01133,2001,93,3.23,0
01133,2001,93,3.23,0
01133,2011,95,3.23,0
01133,2011,95,4.44,0
02013,2001,260,4.44,0
02013,2001,260,2.76,0
02013,2001,260,2.76,36
02013,2011,261,2.76,36
02013,2011,261,1.41,36
02013,2011,261,1.41,17
02016,2001,172,1.41,17
02016,2001,172,1.13,17
02016,2001,172,1.13,15
02016,2011,256,1.13,15
02016,2011,256,2.1,15
02016,2011,256,2.1,18
02020,2001,217,2.1,18
02020,2001,217,5.3,18
02020,2001,217,5.3,69
02020,2011,212,5.3,69
02020,2011,212,4.56,69
02020,2011,212,4.56,57
02050,2001,143,4.56,57
02050,2001,143,1.72,57
02050,2001,143,1.72,36
02050,2011,143,1.72,36
02050,2011,143,0.55,36
02050,2011,143,0.55,23
02060,2001,142,0.55,23
02060,2001,142,1.18,23
02060,2001,142,1.18,17
02060,2011,182,1.18,17
02060,2011,182,1.37,17
02060,2011,182,1.37,21
02068,2001,130,1.37,21
02068,2001,130,0.55,21
02068,2001,130,0.55,34
02068,2011,91,0.55,34
02068,2011,91,1.85,34
02068,2011,91,1.85,18
02090,2001,100,1.85,18
02090,2001,100,0.66,18
02090,2001,100,0.66,14
02090,2011,118,0.66,14
02090,2011,118,0.61,14
02090,2011,118,0.61,21
02100,2001,210,0.61,21
02100,2001,210,2.61,21
02100,2001,210,2.61,65
02100,2011,186,2.61,65
02100,2011,186,3.31,65
02100,2011,186,3.31,47
02110,2001,258,3.31,47
02110,2001,258,1.72,47
02110,2001,258,1.72,18
02110,2011,250,1.72,18
02110,2011,250,2.04,18
02110,2011,250,2.04,30
02122,2001,102,2.04,30
02122,2001,102,2.68,30
02122,2001,102,2.68,17
02122,2011,164,2.68,17
02122,2011,164,1.37,17
02122,2011,164,1.37,36
02130,2001,266,1.37,36
02130,2001,266,2.57,36
02130,2001,266,2.57,14
02130,2011,261,2.57,14
02130,2011,261,2.7,14
02130,2011,261,2.7,24
02150,2001,214,2.7,24
02150,2001,214,2.57,24
02150,2001,214,2.57,11
02150,2011,217,2.57,11
02150,2011,217,2.29,11
02150,2011,217,2.29,19
02164,2001,175,2.29,19
02164,2001,175,3.76,19
02164,2001,175,3.76,35
02164,2011,156,3.76,35
02164,2011,156,1.58,35
02170,2001,123,1.58,35
02170,2001,123,0.73,35
02170,2001,123,0.73,25
02170,2011,108,0.73,25
02170,2011,108,1.15,25
02180,2001,50,1.15,25
02180,2001,50,0.6,25
02180,2001,50,0.6,25
02180,2011,78,0.6,25
02180,2011,78,1.1,25
02180,2011,78,1.1,25
02185,2001,53,1.1,25
02185,2001,53,0.45,25
02185,2001,53,0.45,51
02185,2011,74,0.45,51
02185,2011,74,0.64,51
02185,2011,74,0.64,8
02188,2001,99,0.64,8
02188,2001,99,0.71,8
02188,2001,99,0.71,14
02188,2011,121,0.71,14
02188,2011,121,0.7,14
02188,2011,121,0.7,37
02220,2001,264,0.7,37
02220,2001,264,2.16,37
02220,2011,243,2.16,37
02220,2011,243,9.73,37
02220,2011,243,9.73,35
02240,2001,56,9.73,35
02240,2001,56,1.5,35
02240,2001,56,1.5,25
02240,2011,75,1.5,25
02240,2011,75,0.75,25
02240,2011,75,0.75,13
02261,2001,205,0.75,13
02261,2001,205,2.72,13
02261,2001,205,2.72,41
02261,2011,233,2.72,41
02261,2011,233,4.3,41
02261,2011,233,4.3,56
02282,2001,259,4.3,56
02282,2001,259,3.18,56
02282,2001,259,3.18,51
02282,2011,242,3.18,51
02282,2011,242,3.28,51
02282,2011,242,3.28,40
02290,2001,100,3.28,40
02290,2001,100,1.37,40
02290,2001,100,1.37,20
02290,2011,96,1.37,20
02290,2011,96,1.0,20
02290,2011,96,1.0,15
04001,2001,93,1.0,15
04001,2001,93,1.28,15
04001,2001,93,1.28,15
04001,2011,60,1.28,15
04001,2011,60,0.83,15
04003,2001,55,0.83,15
04003,2001,55,1.41,15
04003,2001,55,1.41,0
04003,2011,56,1.41,0
04003,2011,56,1.03,0
04003,2011,56,1.03,2
04005,2001,94,1.03,2
04005,2001,94,1.23,2
04005,2001,94,1.23,32
04005,2011,70,1.23,32
04005,2011,70,2.44,32
04005,2011,70,2.44,15
04007,2001,50,2.44,15
04007,2001,50,0.81,15
04007,2001,50,0.81,0
04007,2011,76,0.81,0
04007,2011,76,2.03,0
04009,2001,78,2.03,0
04009,2001,78,4.01,0
04009,2001,78,4.01,2
04009,2011,46,4.01,2
04009,2011,46,1.25,2
04009,2011,46,1.25,0
04011,2001,93,1.25,0
04011,2001,93,1.87,0
04011,2001,93,1.87,8
04011,2011,85,1.87,8
04011,2011,85,1.5,8
04012,2001,35,1.5,8
04012,2001,35,1.23,8
04012,2001,35,1.23,0
04012,2011,29,1.23,0
04012,2011,29,0.65,0
04012,2011,29,0.65,0
04013,2001,19,0.65,0
04013,2001,19,1.27,0
04013,2001,19,1.27,0
04013,2011,38,1.27,0
04013,2011,38,0.9,0
04013,2011,38,0.9,0
04015,2001,51,0.9,0
04015,2001,51,0.89,0
04015,2001,51,0.89,1
04015,2011,24,0.89,1
04015,2011,24,0.89,1
04015,2011,24,0.89,16
04017,2001,29,0.89,16
04017,2001,29,0.83,16
04017,2001,29,0.83,0
04017,2011,83,0.83,0
04017,2011,83,2.02,0
04017,2011,83,2.02,12
04019,2001,49,2.02,12
04019,2001,49,0.92,12
04019,2001,49,0.92,0
04019,2011,42,0.92,0
04019,2011,42,0.85,0
04019,2011,42,0.85,0
04021,2001,37,0.85,0
04021,2001,37,1.46,0
04021,2001,37,1.46,0
04021,2011,43,1.46,0
04021,2011,43,1.33,0
04023,2001,53,1.33,0
04023,2001,53,1.78,0
04023,2001,53,1.78,0
04023,2011,58,1.78,0
04023,2011,58,1.63,0
04025,2001,53,1.63,0
04025,2001,53,1.31,0
04025,2001,53,1.31,5
04025,2011,57,1.31,5
04025,2011,57,1.99,5
04025,2011,57,1.99,0
04027,2001,11,1.99,0
04027,2001,11,1.02,0
04027,2001,11,1.02,0
04027,2011,13,1.02,0
04027,2011,13,0.37,0
04027,2011,13,0.37,0
05001,2001,71,0.37,0
05001,2001,71,7.94,0
05001,2001,71,7.94,0
05001,2011,105,7.94,0
05001,2011,105,5.65,0
05003,2001,100,5.65,0
05003,2001,100,4.03,0
05003,2001,100,4.03,0
05003,2011,88,4.03,0
05003,2011,88,3.01,0
05003,2011,88,3.01,1
05005,2001,108,3.01,1
05005,2001,108,2.59,1
05005,2001,108,2.59,1
05005,2011,105,2.59,1
05005,2011,105,2.76,1
05007,2001,79,2.76,1
05007,2001,79,2.59,1
05007,2001,79,2.59,1
05007,2011,93,2.59,1
05007,2011,93,3.52,1
05009,2001,49,3.52,1
05009,2001,49,2.95,1
05009,2001,49,2.95,2
05009,2011,93,2.95,2
05009,2011,93,4.15,2
05011,2001,107,4.15,2
05011,2001,107,3.63,2
05011,2001,107,3.63,1
05013,2001,95,3.63,1
05013,2001,95,3.87,1
05013,2001,95,3.87,1
05013,2011,75,3.87,1
05013,2011,75,3.2,1
05015,2001,82,3.2,1
05015,2001,82,2.4,1
05015,2001,82,2.4,0
05015,2011,95,2.4,0
05015,2011,95,4.36,0
05017,2001,100,4.36,0
05017,2001,100,3.42,0
05017,2001,100,3.42,0
05017,2011,74,3.42,0
05017,2011,74,3.2,0
05017,2011,74,3.2,1
05019,2001,76,3.2,1
05019,2001,76,4.49,1
05019,2001,76,4.49,0
05019,2011,91,4.49,0
05019,2011,91,3.84,0
05021,2001,102,3.84,0
05021,2001,102,4.7,0
05021,2001,102,4.7,2
05021,2011,111,4.7,2
05021,2011,111,3.58,2
05023,2001,91,3.58,2
05023,2001,91,2.28,2
05023,2001,91,2.28,0
05023,2011,96,2.28,0
05023,2011,96,3.63,0
05027,2001,113,3.63,0
05027,2001,113,6.54,0
05027,2001,113,6.54,1
05029,2001,95,6.54,1
05029,2001,95,2.44,1
05029,2001,95,2.44,0
05029,2011,97,2.44,0
05029,2011,97,3.7,0
05031,2001,98,3.7,0
05031,2001,98,3.78,0
05031,2001,98,3.78,0
05031,2011,109,3.78,0
05031,2011,109,3.57,0
05033,2001,77,3.57,0
05033,2001,77,3.4,0
05033,2001,77,3.4,0
05035,2001,109,3.4,0
05035,2001,109,6.44,0
05035,2001,109,6.44,0
05035,2011,100,6.44,0
05035,2011,100,4.34,0
05037,2001,97,4.34,0
05037,2001,97,3.85,0
05037,2001,97,3.85,0
05037,2011,106,3.85,0
05037,2011,106,5.6,0
05039,2001,115,5.6,0
05039,2001,115,3.3,0
05039,2001,115,3.3,0
05039,2011,96,3.3,0
05039,2011,96,3.54,0
05041,2001,65,3.54,0
05041,2001,65,4.0,0
05041,2001,65,4.0,0
05041,2011,51,4.0,0
05041,2011,51,2.83,0
05043,2001,73,2.83,0
05043,2001,73,8.62,0
05043,2001,73,8.62,0
05043,2011,94,8.62,0
05043,2011,94,2.53,0
05045,2001,96,2.53,0
05045,2001,96,2.45,0
05045,2001,96,2.45,0
05045,2011,73,2.45,0
05045,2011,73,4.12,0
05047,2001,69,4.12,0
05047,2001,69,2.7,0
05047,2001,69,2.7,0
05047,2011,87,2.7,0
05047,2011,87,3.7,0
05049,2001,85,3.7,0
05049,2001,85,2.1,0
05049,2001,85,2.1,0
05049,2011,102,2.1,0
05049,2011,102,4.48,0
05051,2001,96,4.48,0
05051,2001,96,2.4,0
05051,2001,96,2.4,0
05051,2011,100,2.4,0
05051,2011,100,4.34,0
05053,2001,91,4.34,0
05053,2001,91,4.3,0
05053,2001,91,4.3,1
05053,2011,94,4.3,1
05053,2011,94,4.87,1
05055,2001,100,4.87,1
05055,2001,100,4.56,1
05055,2001,100,4.56,0
05055,2011,118,4.56,0
05055,2011,118,4.1,0
05057,2001,94,4.1,0
05057,2001,94,5.17,0
05057,2001,94,5.17,1
05057,2011,89,5.17,1
05057,2011,89,4.34,1
05057,2011,89,4.34,3
05059,2001,75,4.34,3
05059,2001,75,3.2,3
05059,2001,75,3.2,0
05059,2011,71,3.2,0
05059,2011,71,3.42,0
05061,2001,104,3.42,0
05061,2001,104,3.35,0
05061,2001,104,3.35,1
05061,2011,103,3.35,1
05061,2011,103,4.47,1
05061,2011,103,4.47,3
05063,2001,93,4.47,3
05063,2001,93,3.39,3
05063,2001,93,3.39,1
05063,2011,104,3.39,1
05063,2011,104,4.55,1
05065,2001,79,4.55,1
05065,2001,79,2.75,1
05065,2001,79,2.75,0
05065,2011,124,2.75,0
05065,2011,124,3.96,0
05067,2001,64,3.96,0
05067,2001,64,4.42,0
05067,2001,64,4.42,0
05067,2011,82,4.42,0
05067,2011,82,3.0,0
05067,2011,82,3.0,5
05069,2001,119,3.0,5
05069,2001,119,3.54,5
05069,2001,119,3.54,1
05069,2011,95,3.54,1
05069,2011,95,4.21,1
05071,2001,85,4.21,1
05071,2001,85,2.4,1
05071,2001,85,2.4,0
05071,2011,103,2.4,0
05071,2011,103,4.38,0
05073,2001,99,4.38,0
05073,2001,99,7.0,0
05073,2001,99,7.0,1
05073,2011,99,7.0,4
05075,2001,64,7.0,4
05075,2001,64,2.42,4
05075,2001,64,2.42,0
05077,2001,98,2.42,0
05077,2001,98,3.6,0
05077,2001,98,3.6,0
05077,2011,125,3.6,0
05077,2011,125,4.5,0
05079,2001,93,4.5,0
05079,2001,93,3.88,0
05079,2001,93,3.88,1
05079,2011,98,3.88,1
05079,2011,98,5.15,1
05081,2001,101,5.15,1
05081,2001,101,4.56,1
05081,2001,101,4.56,1
05081,2011,74,4.56,1
05081,2011,74,2.62,1
05083,2001,62,2.62,1
05083,2001,62,2.47,1
05083,2001,62,2.47,0
05083,2011,89,2.47,0
05083,2011,89,4.88,0
05085,2001,93,4.88,0
05085,2001,93,5.6,0
05085,2001,93,5.6,0
05085,2011,101,5.6,0
05085,2011,101,6.71,0
05087,2001,73,6.71,0
05087,2001,73,3.2,0
05087,2001,73,3.2,2
05087,2011,99,3.2,2
05087,2011,99,4.72,2
05091,2001,108,4.72,2
05091,2001,108,4.99,2
05091,2011,82,4.99,2
05091,2011,82,2.38,2
05093,2001,100,2.38,2
05093,2001,100,3.02,2
05093,2001,100,3.02,0
05093,2011,99,3.02,0
05093,2011,99,3.6,0
05095,2001,82,3.6,0
05095,2001,82,4.23,0
05095,2001,82,4.23,1
05095,2011,78,4.23,1
05095,2011,78,4.1,1
05097,2001,89,4.1,1
05097,2001,89,8.0,1
05097,2001,89,8.0,0
05097,2011,95,8.0,0
05097,2011,95,4.3,0
05097,2011,95,4.3,3
05099,2001,104,4.3,3
05099,2001,104,6.0,3
05099,2001,104,6.0,1
05099,2011,58,6.0,1
05099,2011,58,3.8,1
05101,2001,85,3.8,1
05101,2001,85,3.14,1
05101,2001,85,3.14,1
05101,2011,84,3.14,1
05101,2011,84,2.95,1
05103,2001,98,2.95,1
05103,2001,98,4.15,1
05103,2001,98,4.15,0
05103,2011,82,4.15,0
05103,2011,82,3.75,0
05105,2001,77,3.75,0
05105,2001,77,4.96,0
05105,2001,77,4.96,0
05105,2011,81,4.96,0
05105,2011,81,4.53,0
05107,2011,66,4.53,0
05107,2011,66,5.0,0
05109,2001,70,5.0,0
05109,2001,70,3.25,0
05109,2001,70,3.25,0
05109,2011,58,3.25,0
05109,2011,58,3.24,0
05111,2001,53,3.24,0
05111,2001,53,4.08,0
05111,2001,53,4.08,0
05111,2011,85,4.08,0
05111,2011,85,3.15,0
05111,2011,85,3.15,5
05113,2001,89,3.15,5
05113,2001,89,8.0,5
05113,2001,89,8.0,0
05113,2011,95,8.0,0
05113,2011,95,4.3,0
05115,2001,73,4.3,0
05115,2001,73,3.62,0
05115,2001,73,3.62,0
05115,2011,88,3.62,0
05115,2011,88,4.91,0
05115,2011,88,4.91,1
05117,2001,78,4.91,1
05117,2001,78,3.74,1
05117,2001,78,3.74,1
05117,2011,102,3.74,1
05117,2011,102,4.05,1
05119,2001,90,4.05,1
05119,2001,90,3.27,1
05119,2001,90,3.27,0
05119,2011,114,3.27,0
05119,2011,114,5.92,0
05119,2011,114,5.92,6
05121,2001,108,5.92,6
05121,2001,108,3.6,6
05121,2001,108,3.6,2
05121,2011,108,3.6,2
05121,2011,108,4.0,2
05121,2011,108,4.0,7
05123,2011,90,4.0,7
05123,2011,90,4.56,7
05125,2001,102,4.56,7
05125,2001,102,3.18,7
05125,2001,102,3.18,0
05125,2011,89,3.18,0
05125,2011,89,4.35,0
05127,2001,62,4.35,0
05127,2001,62,5.7,0
05127,2001,62,5.7,0
05127,2011,47,5.7,0
05127,2011,47,4.2,0
05129,2001,82,4.2,0
05129,2001,82,3.25,0
05129,2001,82,3.25,0
05129,2011,80,3.25,0
05129,2011,80,3.66,0
05131,2001,85,3.66,0
05131,2001,85,3.54,0
05131,2001,85,3.54,0
05131,2011,94,3.54,0
05131,2011,94,4.71,0
05133,2001,93,4.71,0
05133,2001,93,3.17,0
05133,2001,93,3.17,1
05133,2011,92,3.17,1
05133,2011,92,5.92,1
05133,2011,92,5.92,3
05135,2001,92,5.92,3
05135,2001,92,2.87,3
05135,2001,92,2.87,1
05135,2011,96,2.87,1
05135,2011,96,5.55,1
05137,2001,79,5.55,1
05137,2001,79,2.75,1
05137,2001,79,2.75,0
05137,2011,86,2.75,0
05137,2011,86,3.3,0
05137,2011,86,3.3,5
05139,2001,95,3.3,5
05139,2001,95,3.87,5
05139,2001,95,3.87,1
05139,2011,75,3.87,1
05139,2011,75,3.2,1
05139,2011,75,3.2,1
05141,2001,73,3.2,1
05141,2001,73,3.1,1
05141,2001,73,3.1,2
05141,2011,73,3.1,2
05141,2011,73,4.0,2
05143,2001,82,4.0,2
05143,2001,82,2.41,2
05143,2001,82,2.41,0
05143,2011,119,2.41,0
05143,2011,119,3.77,0
05143,2011,119,3.77,4
05145,2001,79,3.77,4
05145,2001,79,3.8,4
05145,2001,79,3.8,0
05145,2011,102,3.8,0
05145,2011,102,3.64,0
05147,2001,87,3.64,0
05147,2001,87,4.4,0
05147,2001,87,4.4,0
05147,2011,96,4.4,0
05147,2011,96,3.77,0
05149,2001,89,3.77,0
05149,2001,89,3.79,0
05149,2001,89,3.79,0
05149,2011,79,3.79,0
05149,2011,79,4.18,0
06001,2001,53,4.18,0
06001,2001,53,0.82,0
06001,2001,53,0.82,0
06001,2011,62,0.82,0
06001,2011,62,2.23,0
06003,2001,68,2.23,0
06003,2001,68,1.88,0
06003,2001,68,1.88,30
06003,2011,106,1.88,30
06003,2011,106,2.0,30
06005,2001,69,2.0,30
06005,2001,69,1.98,30
06005,2001,69,1.98,0
06007,2001,76,1.98,0
06007,2001,76,3.21,0
06007,2001,76,3.21,0
06007,2011,76,3.21,0
06007,2011,76,1.98,0
06009,2001,68,1.98,0
06009,2001,68,2.75,0
06009,2001,68,2.75,36
06009,2011,79,2.75,36
06009,2011,79,1.31,36
06011,2001,64,1.31,36
06011,2001,64,1.92,36
06011,2001,64,1.92,0
06013,2001,55,1.92,0
06013,2001,55,1.75,0
06013,2001,55,1.75,0
06013,2011,66,1.75,0
06013,2011,66,1.85,0
06013,2011,66,1.85,0
06015,2001,119,1.85,0
06015,2001,119,2.12,0
06015,2001,119,2.12,0
06015,2011,131,2.12,0
06015,2011,131,2.56,0
06017,2001,69,2.56,0
06017,2001,69,1.98,0
06017,2001,69,1.98,0
06017,2011,87,1.98,0
06017,2011,87,2.51,0
06017,2011,87,2.51,20
06019,2001,65,2.51,20
06019,2001,65,2.45,20
06019,2001,65,2.45,7
06019,2011,63,2.45,7
06019,2011,63,3.2,7
06019,2011,63,3.2,0
06021,2001,71,3.2,0
06021,2001,71,1.66,0
06021,2001,71,1.66,0
06021,2011,70,1.66,0
06021,2011,70,1.88,0
06023,2001,109,1.88,0
06023,2001,109,1.96,0
06023,2001,109,1.96,0
06023,2011,160,1.96,0
06023,2011,160,1.41,0
06023,2011,160,1.41,0
06025,2001,6,1.41,0
06025,2001,6,0.41,0
06025,2001,6,0.41,0
06025,2011,13,0.41,0
06025,2011,13,0.75,0
06027,2001,20,0.75,0
06027,2001,20,0.79,0
06027,2001,20,0.79,3
06027,2011,36,0.79,3
06027,2011,36,0.78,3
06027,2011,36,0.78,0
06029,2001,40,0.78,0
06029,2001,40,0.84,0
06029,2001,40,0.84,0
06029,2011,29,0.84,0
06029,2011,29,1.17,0
06029,2011,29,1.17,3
06031,2001,38,1.17,3
06031,2001,38,0.92,3
06031,2001,38,0.92,0
06031,2011,43,0.92,0
06031,2011,43,1.16,0
06031,2011,43,1.16,0
06035,2001,36,1.16,0
06035,2001,36,1.11,0
06035,2001,36,1.11,7
06035,2011,40,1.11,7
06035,2011,40,1.36,7
06037,2001,43,1.36,7
06037,2001,43,4.24,7
06037,2001,43,4.24,0
06037,2011,37,4.24,0
06037,2011,37,3.62,0
06037,2011,37,3.62,0
06039,2001,49,3.62,0
06039,2001,49,2.4,0
06039,2001,49,2.4,2
06039,2011,60,2.4,2
06039,2011,60,3.45,2
06041,2001,72,3.45,2
06041,2001,72,3.79,2
06041,2001,72,3.79,0
06041,2011,82,3.79,0
06041,2011,82,2.98,0
06043,2001,59,2.98,0
06043,2001,59,1.54,0
06043,2001,59,1.54,0
06043,2011,71,1.54,0
06043,2011,71,4.39,0
06045,2001,86,4.39,0
06045,2001,86,2.45,0
06045,2001,86,2.45,3
06045,2011,115,2.45,3
06045,2011,115,2.87,3
06047,2001,52,2.87,3
06047,2001,52,0.77,3
06047,2001,52,0.77,0
06047,2011,40,0.77,0
06047,2011,40,0.54,0
06049,2001,77,0.54,0
06049,2001,77,0.5,0
06049,2001,77,0.5,17
06049,2011,76,0.5,17
06049,2011,76,0.88,17
06049,2011,76,0.88,6
06051,2001,26,0.88,6
06051,2001,26,0.82,6
06051,2001,26,0.82,4
06051,2011,49,0.82,4
06051,2011,49,1.32,4
06051,2011,49,1.32,21
